identity	ownership	effects	capabilities	import_grants_capability	limits	negative_cases
g170-scan:mask	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:option-type-mask
g170-scan:max	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:upper-bound
g170-scan:maxAttempts	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:attempts-zero,scan:attempts-nine
g170-scan:maxLen	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:maximum-length,scan:option-type-maxLen
g170-scan:maxLines	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:multiline-maxlines-zero,scan:multiline-maxlines-over
g170-scan:menu	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:choice-variant-menu-absent,scan:choice-type-menu
g170-scan:min	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:lower-bound
g170-scan:minLen	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:minimum-length,scan:option-type-minLen
g170-scan:minStrength	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:option-type-minStrength
g170-scan:mock	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:duplicate-mock,scan:mock-type
