item_id	subject	defined_value	failure_policy	scope	authority	state
ID-PUBLIC-dfd159c85046568c624558c7	g170-console:Color.green	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:channel-arity	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g170-console:Color.green	DECLARED
ID-PUBLIC-e08a99c842c6d0762bf60681	g170-console:Color.hash	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:color-hash-arity	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g170-console:Color.hash	DECLARED
ID-PUBLIC-51c143323d02459e64410f51	g170-console:Color.hex	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:color-invalid-hex,console:color-hex-arity,console:color-dynamic-hex	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g170-console:Color.hex	DECLARED
ID-PUBLIC-fd34f906aec051e567e5a474	g170-console:Color.isOpaque	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:color-opaque-arity	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g170-console:Color.isOpaque	DECLARED
ID-PUBLIC-cb3768b59cca5d57f891afdc	g170-console:Color.parseHex	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:color-result-fallback-type,console:color-expect-error-#12G456	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g170-console:Color.parseHex	DECLARED
ID-PUBLIC-4392e835a939fa998c614474	g170-console:Color.red	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:channel-arity	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g170-console:Color.red	DECLARED
ID-PUBLIC-6331d9978654a910c2bf7489	g170-console:Color.rgb	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:color-static-channel-high,console:rgb-type,console:rgb-arity,console:rgb-high	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g170-console:Color.rgb	DECLARED
ID-PUBLIC-240814ee5817b1274e835647	g170-console:Color.rgba	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:color-static-channel-low,console:rgba-type,console:rgba-high	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g170-console:Color.rgba	DECLARED
ID-PUBLIC-9949081c2bacb048483a7421	g170-console:Color.toHex	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:color-serialize-arity	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g170-console:Color.toHex	DECLARED
ID-PUBLIC-619bd964d8a50be7e2f3aec8	g170-console:Color.toHexWithAlpha	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:color-serialize-arity	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g170-console:Color.toHexWithAlpha	DECLARED
ID-PUBLIC-6608fe8b549fd9baea7103b9	g170-console:Color.withAlpha	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:alpha-type,console:color-static-alpha,console:alpha-low	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g170-console:Color.withAlpha	DECLARED
ID-PUBLIC-1881a7d0afb7d9abd42300b4	g170-console:Console.append	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:append-float,console:append-missing,console:styled-append-type,console:styled-append-arity	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g170-console:Console.append	DECLARED
ID-PUBLIC-293e7a2703e4ece6f741c0f2	g170-console:Console.bg	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:bg-arity,console:duplicate-role	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g170-console:Console.bg	DECLARED
ID-PUBLIC-3658b6079ebba17bea7aad3a	g170-console:Console.clear	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:clear-arity,console:close-clear	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g170-console:Console.clear	DECLARED
